,qid1,qid2,question1,question2,is_duplicate
2155,39129,32337,Why do members of Congress in committee hearings ask witnesses the same question multiple times?,How is Russia planning to question former US ambassador McFaul?,1
2156,39168,38373,Maduro's disputed election as Venezuela president,How is Juan Guaido able to claim the Presidency of Venezuela without an election?,1
2157,39168,38373,Maduro's disputed election as Venezuela president,How is Juan Guaido able to claim the Presidency of Venezuela without an election?,1
2158,39271,38712,Why is America politically allied with Israel?,Why are right-wing politicians in the US typically pro-Israel?,1
2159,39667,38712,"Electoral considerations aside, what are potential benefits, for the US, of policy changes proposed by the tweet recognizing Golan annexation?",Why are right-wing politicians in the US typically pro-Israel?,1
2160,39281,33188,A vote on the Brexit backstop,What reasons did the DUP have to oppose the Good Friday Agreement and do those reasons still apply?,1
2161,39307,23978,Under what conditions can the right to remain silent be revoked in the USA?,"You have the right to remain silent, but why?",1
2162,39322,24073,What type of political instruments can a government use in order to keep housing rental prices in check?,What can/do governments do to address house prices being driven up by foreign investors?,1
2163,39322,24073,What type of political instruments can a government use in order to keep housing rental prices in check?,What can/do governments do to address house prices being driven up by foreign investors?,1
2164,39345,37804,Can Brexit be canceled by leaders without parliamentary support?,Can the Government enact the withdrawal bill without parliament's approval?,1
2165,39345,37804,Can Brexit be canceled by leaders without parliamentary support?,Can the Government enact the withdrawal bill without parliament's approval?,1
2166,39806,37804,Who must act to prevent Brexit on March 29th?,Can the Government enact the withdrawal bill without parliament's approval?,1
2167,39346,25993,Are huge donations to political campaigns truly useful and a sensible investment?,How can the influence of wealthy individuals on democratic processes be reduced?,1
2168,39349,39067,Did India break any international law or UN charter by violating LoC and Pakistan's airspace?,Does the IAF have 1000 kg smart bombs?,1
2169,39374,10745,Why consider permanent DST instead of Standard Time?,"Why is Nevada asking Congress for permanent DST in Pacific Time, instead of adopting Mountain Time and abolishing DST on their own?",1
2170,39404,139,How to explain the importance of European Parliament elections to a regular folk living in Eastern Europe?,How would one explain the E.U. to a 5 year-old?,1
2171,39491,31513,Conscription rights if UK Locked in Backstop,Do any European politicians advocate for creating an European Army and leaving NATO?,1
2172,39491,33804,Conscription rights if UK Locked in Backstop,How can the Northern Ireland backstop take effect if there is “no deal”?,1
2173,39503,32199,What do perpetrators of one off acts of politically motivated violence hope to achieve,Do terrorists have political agendas?,1
2174,39522,19714,Could Sinn Fein swing any Brexit vote in Parliament?,Can Sinn Fein join a minority coalition in a no-confidence vote?,1
2175,39553,38034,Why is participating in the European Parliamentary elections used as a threat?,What would a delayed Brexit mean for the 2019 European Parliament election?,1
2176,39603,38034,What would a revoked Brexit after the 2019 EU parliament elections mean for the European Parliament?,What would a delayed Brexit mean for the 2019 European Parliament election?,1
2177,39588,34511,"Why is a ""hard border"" between Ireland and Northern Ireland such a problem for EU/UK negotiations around brexit?",Why are the nationalists and unionists in Ireland & Northern Ireland OK with using violence?,1
2178,40928,34511,What is the evidence that custom checks in Northern Ireland are going to result in violence?,Why are the nationalists and unionists in Ireland & Northern Ireland OK with using violence?,1
2179,39619,15519,Could a UK political party place a Three Line Whip on all votes in Parliament?,How uncommon is a Three Line Whip,1
2180,39639,39397,Why should universal income be universal?,"Instead of a Universal Basic Income program, why not implement a ""Universal Basic Needs"" program?",1
2181,39724,39397,Universal basic facilities,"Instead of a Universal Basic Income program, why not implement a ""Universal Basic Needs"" program?",1
2182,39724,39397,Universal basic facilities,"Instead of a Universal Basic Income program, why not implement a ""Universal Basic Needs"" program?",1
2183,39662,35026,What reason(s) have UK politicians given for not wanting another referendum on whether the UK should exit the EU or not?,Why doesn't the UK hold a second Brexit referendum to clarify what the public wants from Brexit?,1
2184,39662,35026,What reason(s) have UK politicians given for not wanting another referendum on whether the UK should exit the EU or not?,Why doesn't the UK hold a second Brexit referendum to clarify what the public wants from Brexit?,1
2185,44383,35026,Brexit - What was the question that the Referendum answered?,Why doesn't the UK hold a second Brexit referendum to clarify what the public wants from Brexit?,1
2186,39683,40523,Does the UK parliament need to pass secondary legislation to accept the Article 50 extension,Does Parliament need to approve the new Brexit delay to 31 October 2019?,1
2187,42433,40523,Can the UK Prime Minister immediately withdraw the country from the EU without backing from parliament?,Does Parliament need to approve the new Brexit delay to 31 October 2019?,1
2188,39702,7857,"What is the evidence for the ""tyranny of the majority problem"" in a direct democracy context?","Have any systems of direct democracy ever been proposed that are specifically designed to mitigate the problem of ""mob rule""?",1
2189,39716,39738,Can a US president censor a special counsel report,Was the Walsh special counsel report (on the Iran Contra) released completely uncensored?,1
2190,39738,39716,Was the Walsh special counsel report (on the Iran Contra) released completely uncensored?,Can a US president censor a special counsel report,1
2191,40031,39716,Why isn't the Mueller report being released completely and unredacted?,Can a US president censor a special counsel report,1
2192,39745,39793,Can somebody explain Brexit in a few child-proof sentences?,What are the arguments in favour of Brexit?,1
2193,39747,34272,Are there parliamentary republics where Supreme Court appointments are decided exclusively by the Parliament and the government?,Are there some studies which measure the level of politicization of courts in a trans-Atlantic perspective?,1
2194,39822,39825,Why does John Bercow say “unlock” after reading out the results of a vote?,Can UK MPs vote on the same motion twice?,1
2195,39867,39874,"Did US vice president Pence say anything close to ""by any means necessary""?","Who in the US actually ""sends"" astronauts to the Moon? The executive or the legislative branch?",1
2196,39868,39876,How unprecedented is for MPs to take control of the parliamentary timetable?,How many times was Standing Order 14 amended?,1
2197,39874,39867,"Who in the US actually ""sends"" astronauts to the Moon? The executive or the legislative branch?","Did US vice president Pence say anything close to ""by any means necessary""?",1
2198,39890,39350,Has John Huber interviewed any witnesses in his review?,What was John Huber tasked by Jeff Sessions with reviewing?,1
2199,39892,37152,Why didn't Theresa May consult with Parliament before negotiating a deal with the EU?,Why did the UK trigger Article 50 before having a negotiation position?,1
2200,40197,37152,Why is consensus so controversial in Britain?,Why did the UK trigger Article 50 before having a negotiation position?,1
2201,39911,20334,Can the Queen still cancel Brexit?,Could the Queen have stopped Brexit?,1
2202,39963,39337,"Why is the US ranked as #45 in Press Freedom ratings, despite its extremely permissive free speech laws?",Why are South Korean content laws so strict?,1
2203,41500,39337,What reasoning did the South Korean government provide for blocking HTTPS?,Why are South Korean content laws so strict?,1
2204,39977,39973,"What would happen if the UK parliment voted through the deal, but blocked the declaration?",Why does the UK parliament need a vote on the political declaration?,1
2205,43858,39973,What forced Theresa May to hold votes on the Withdrawal Agreement?,Why does the UK parliament need a vote on the political declaration?,1
2206,43858,39973,What forced Theresa May to hold votes on the Withdrawal Agreement?,Why does the UK parliament need a vote on the political declaration?,1
2207,39989,7721,Why has the US not been more assertive in confronting Russia in recent years?,Would Russia actually retaliate against a US led intervention in Ukraine,1
2208,40031,40065,Why isn't the Mueller report being released completely and unredacted?,Why didn't Mueller have to submit a report to Congress?,1
2209,41885,40065,"Was Bill Clinton charged with a crime by the Justice Department, and why would the same reasoning not apply to Trump if so?",Why didn't Mueller have to submit a report to Congress?,1
2210,46551,40065,When and why did the House rules change to permit an inquiry without a vote?,Why didn't Mueller have to submit a report to Congress?,1
2211,40046,37377,Is French Guiana a (hard) EU border?,Will there be a border between Ireland and the UK if they can't agree on a deal?,1
2212,40057,11368,Is there a law that makes a higher than 50 result on referendum binding?,Why was the Brexit referendum conducted as a simple majority vote?,1
2213,40092,40099,What's Common Market 2.0 / Norway Plus?,Advantages of Norway plus Brexit deal (aka Common Market 2.0)?,1
2214,40099,40092,Advantages of Norway plus Brexit deal (aka Common Market 2.0)?,What's Common Market 2.0 / Norway Plus?,1
2215,40188,19970,Are the SNP frontbenchers in the UK Parliament?,Do smaller parties have front- and backbenchers?,1
2216,40188,19970,Are the SNP frontbenchers in the UK Parliament?,Do smaller parties have front- and backbenchers?,1
2217,40230,39276,What happens if EU chooses a prosecutor that is not allowed to leave her country?,What is the rationale for a government trying to block one of its citizens for becoming EU prosecutor?,1
2218,40233,36041,Why do UK MPs give way?,"How does ""giving way"" in the UK parliament work?",1
2219,40243,27157,What are the reasons for buying weapon systems from other countries?,Why would Russia supply a NATO country with S400 Missiles batteries?,1
2220,42008,27157,How does Turkey's purchase of the S-400 anti-air system jeopardize the F-35?,Why would Russia supply a NATO country with S400 Missiles batteries?,1
2221,40245,15060,UK: Is there precedent for the government's e-petition site changing the direction of a government decision?,"Which, if any, UK parliament petitions have ever succeeded?",1
2222,40245,15060,UK: Is there precedent for the government's e-petition site changing the direction of a government decision?,"Which, if any, UK parliament petitions have ever succeeded?",1
2223,40634,15060,What legal actions/procedures I can take as an indivdual to implement sugar law,"Which, if any, UK parliament petitions have ever succeeded?",1
2224,40254,40062,Why does the EU insist on the backstop when it is clear in a no deal scenario they still intend to keep an open border?,"Did Michel Barnier and Leo Varadkar say that ""no deal"", there won't be a hard border between the Irelands?",1
2225,40405,40062,What do hard-Brexiteers want with respect to the Irish border?,"Did Michel Barnier and Leo Varadkar say that ""no deal"", there won't be a hard border between the Irelands?",1
2226,44140,40062,Does a hard border in Ireland necessarily breach the Good Friday Agreement?,"Did Michel Barnier and Leo Varadkar say that ""no deal"", there won't be a hard border between the Irelands?",1
2227,40318,38559,"What is a ""confirmatory"" referendum in the context of Brexit?",Where can I find the full text of the Brady amendment voted by the UK House of Commons on 29 Jan 2019?,1
2228,40318,40321,"What is a ""confirmatory"" referendum in the context of Brexit?","Was the referendum on the Good Friday Agreement called ""confirmatory"" at the time?",1
2229,40318,40057,"What is a ""confirmatory"" referendum in the context of Brexit?",Is there a law that makes a higher than 50 result on referendum binding?,1
2230,44309,40057,Is British democracy anything other than a legal fiction?,Is there a law that makes a higher than 50 result on referendum binding?,1
2231,40330,39422,Is EU Single Market membership part of the backstop?,The backstop in the European Union (Withdrawal Agreement) Bill,1
2232,40334,38364,Could a US political party gain complete control over the government by removing checks & balances?,What is the most effective way to participate democratically as a regular citizen in a stable parliamentary democracy?,1
2233,40334,26430,Could a US political party gain complete control over the government by removing checks & balances?,What would stop a representative democracy becoming a dictatorship?,1
2234,40335,26619,What Brexit solution does the DUP want?,Is there a clear statement from the DUP on their position on the post-Brexit border with Ireland?,1
2235,40363,40019,What are the disadvantages of a WTO Brexit(Clean Break)?,Why doesn't UK go for the same deal Japan has with EU to resolve Brexit?,1
2236,40369,40318,What's the difference between repeating elections every few years and repeating a referendum after a few years?,"What is a ""confirmatory"" referendum in the context of Brexit?",1
2237,40433,40430,What percentage of rejected asylum seekers are successfully returned back to their home countries?,What percentage of asylum seekers who entered the EU during the 2015 refugee crisis were eventually granted full asylum?,1
2238,40442,34856,What are the exact powers of Slovakian presidency?,How powerful is the Brazilian presidency?,1
2239,40461,40405,Why don't hard Brexiteers insist on a hard border to prevent illegal immigration after Brexit?,What do hard-Brexiteers want with respect to the Irish border?,1
2240,43310,40405,"What would the United Kingdom's ""optimal"" Brexit deal look like?",What do hard-Brexiteers want with respect to the Irish border?,1
2241,40510,40460,What are reasons for a country to apologise long after the fact?,Why won't UK Prime Ministers formally apologise for the Amritsar massacre?,1
2242,40512,40540,"If climate change impact can be observed in nature, has that had any effect on rural, i.e. farming community, perception of the scientific consensus?",Are farmers in the Great Plains aware of the Dust Bowl?,1
2243,40512,40461,"If climate change impact can be observed in nature, has that had any effect on rural, i.e. farming community, perception of the scientific consensus?",Why don't hard Brexiteers insist on a hard border to prevent illegal immigration after Brexit?,1
2244,40520,37909,Reasons behind selective filtering of immigrants by India,Legal basis of religion for Citizenship Amendment Bill,1
2245,40523,39683,Does Parliament need to approve the new Brexit delay to 31 October 2019?,Does the UK parliament need to pass secondary legislation to accept the Article 50 extension,1
2246,40540,40512,Are farmers in the Great Plains aware of the Dust Bowl?,"If climate change impact can be observed in nature, has that had any effect on rural, i.e. farming community, perception of the scientific consensus?",1
2247,40542,40334,Does Parliament hold absolute power in the UK?,Could a US political party gain complete control over the government by removing checks & balances?,1
2248,40562,36009,The Gilets Jaunes protest started in response to fuel prices - which has been reversed - so why do they continue?,Why do governments of developed countries care about mass protests?,1
2249,40574,40542,Parliament proposing/passing motion whose constituency effects depend on how a member voted,Does Parliament hold absolute power in the UK?,1
2250,40584,40590,Failing to enforce immigration laws?,Is the there a term for state (or local) officers not caring about enforcing federal law?,1
2251,40608,40577,What reasons (if any) were given by Democrats when the Ways and Means chairman requested Trump's tax returns?,Is there a documented rationale why the House Ways and Means chairman can demand tax info?,1
2252,40634,40245,What legal actions/procedures I can take as an indivdual to implement sugar law,UK: Is there precedent for the government's e-petition site changing the direction of a government decision?,1
2253,40672,49,"Has negative voting ever been officially implemented in elections, or seriously proposed, or even studied?",Has range voting been successfully implemented anywhere?,1
2254,40704,40705,Which countries have largely copied article 49 para 3 of the French constitution?,What were the legal consequences of the 2010 power struggle surrounding article 114 of the Romanian constitution?,1
2255,40707,40704,"Do any countries use a codified version of the ""matter of confidence"" of (former) UK tradition?",Which countries have largely copied article 49 para 3 of the French constitution?,1
2256,40772,33895,Who can remove European Commissioners?,Who can fire the EU presidents?,1
2257,40792,40847,How does the possibility of snap elections provide an electoral benefit to voters?,Do snap/early elections usually benefit those triggering them?,1
2258,40890,40847,By what mechanism was the 2017 UK General Election called?,Do snap/early elections usually benefit those triggering them?,1
2259,40792,40707,How does the possibility of snap elections provide an electoral benefit to voters?,"Do any countries use a codified version of the ""matter of confidence"" of (former) UK tradition?",1
2260,40844,40790,What cases of potential obstruction are described in the Mueller report?,Does the Mueller report show a conspiracy between Russia and the Trump Campaign?,1
2261,40894,38922,What happens to leftover funds from primary candidates?,What did Bernie Sanders do with all the cash from his 2016 campaign?,1
2262,40894,38922,What happens to leftover funds from primary candidates?,What did Bernie Sanders do with all the cash from his 2016 campaign?,1
2263,47440,38922,Do Campaign Contributions go to the politician?,What did Bernie Sanders do with all the cash from his 2016 campaign?,1
2264,40895,40898,Why is there so little support for joining EFTA in the British parliament?,Does the new EU-Swiss draft deal contain explicit provisions on immigration quotas?,1
2265,40912,40270,Why did Israel vote against lifting the American embargo on Cuba?,Which country benefited the most from UN Security Council vetoes?,1
2266,40955,8892,What is the difference between war refugees and deserters?,Why do we call the Syrian refugees refugees?,1
2267,40980,8892,Has the US government adopted the extended UNHCR definition of refugee?,Why do we call the Syrian refugees refugees?,1
2268,40980,40955,Has the US government adopted the extended UNHCR definition of refugee?,What is the difference between war refugees and deserters?,1
2269,41010,41006,How is the audience for Fox News Town Halls chosen?,Was Bernie Sanders' recent town hall on fox news in any way unusual?,1
2270,41022,23334,How come there are so many candidates for the 2020 Democratic party presidential nomination?,Why does the USA restrict president candidates to natural-born citizens?,1
2271,41075,41109,What is the strongest case that can be made in favour of the UK regaining some control over fishing policy after Brexit?,What is the practical implication of the Dec 2018 Fisheries bill amendment?,1
2272,41090,19554,"In parliamentary democracies, why does the President have a term limit, while the Prime Minister does not?",Why do we hear so little about the German President?,1
2273,41103,35502,"What is the point of Germany's 299 ""party seats"" in the Bundestag?",How does the German Bundestag election system work?,1
2274,45635,35502,How can we apply the Bundestag election model to European elections? (model building),How does the German Bundestag election system work?,1
2275,41144,31020,Why is the SNP putting so much emphasis on currency plans?,Can an EU member officially give up pursuing Euro/Eurozone?,1
2276,41207,41275,Why aren't nationalizations in Russia described as socialist?,Did the Nazi regime resort to any nationalizations?,1
2277,41254,41222,What happens if the US Attorney General refuses to comply with the legislative branch?,Is there precedent or are there procedures for a US president refusing to concede to an electoral defeat?,1
2278,41258,11181,Is there any constituency where the right to vote is based on knowledge?,Issue-Specific Knowledge Tests For Voting,1
2279,41258,11181,Is there any constituency where the right to vote is based on knowledge?,Issue-Specific Knowledge Tests For Voting,1
2280,42691,11181,Do any countries or states require citizens to pass a knowledge-based test before voting?,Issue-Specific Knowledge Tests For Voting,1
2281,41288,24168,Why do world governments allow North Korea to continue to exist with it's current government?,Why doesn't the USA bomb North Korea's missile infrastructure?,1
2282,41364,40081,Why won't Donald Trump solve its trade grievances through the WTO?,What would be the main consequences for a country leaving the WTO?,1
2283,41364,32960,Why won't Donald Trump solve its trade grievances through the WTO?,What's Trump's frustration with the WTO?,1
2284,41364,41371,Why won't Donald Trump solve its trade grievances through the WTO?,How many WTO cases has the Trump administration launched (per year)?,1
2285,41407,41348,Why did the UK remove the 'European Union' from its passport?,On what legal basis did the UK remove the 'European Union' from its passport?,1
2286,41422,32159,"How long does it take, before the details of an EU parliament decision get published?",Where can I find which MEP voted for which laws?,1
2287,41422,41442,"How long does it take, before the details of an EU parliament decision get published?",How to review the decision-making of the different functions of the European Union?,1
2288,41424,40420,What limits exist to stop a grand jury being used to persecute a political opponent?,Why is Grand Jury testimony secret?,1
2289,41442,41422,How to review the decision-making of the different functions of the European Union?,"How long does it take, before the details of an EU parliament decision get published?",1
2290,41442,30760,How to review the decision-making of the different functions of the European Union?,Is it customary for European Union to debate multiannual budget before agreeing on the grand strategy for the next 10 years?,1
2291,41557,41558,What can the U.S. do politically if China decided to stop exporting rare earth metals to the U.S.?,Do any NATO members control rare resources that could be blocked in response to China blocking rare earth materials shipments to the US?,1
2292,41577,41596,Who collects the wealth raised by the EU Emissions Trading Scheme?,Why did British Steel have to borrow 120 million pounds (from the government) to cover its ETS obligations?,1
2293,41578,41596,How does the EU Emissions Trading Scheme account for increased emissions outside the EU?,Why did British Steel have to borrow 120 million pounds (from the government) to cover its ETS obligations?,1
2294,41593,41594,"Does the EU ETS primary auction money pass through the ""EU coffers"" at all?",Where does the EU ETS fine money go?,1
2295,41631,13506,Are people more likely to vote in swing states?,"In first-past-the-post/winner-takes-all elections, is turnout higher in marginal seats / swing states?",1
2296,41631,13506,Are people more likely to vote in swing states?,"In first-past-the-post/winner-takes-all elections, is turnout higher in marginal seats / swing states?",1
2297,43149,13506,"Why is DC so, so, so Democratic?","In first-past-the-post/winner-takes-all elections, is turnout higher in marginal seats / swing states?",1
2298,41632,36002,Can a British citizen living in France vote in both France and Britain in the European Elections?,"As a dual EU citizen, which country should I vote in for european elections?",1
2299,41637,41632,Have people been prosecuted or fined for multiple cross-countries voting in EU elections?,Can a British citizen living in France vote in both France and Britain in the European Elections?,1
2300,41646,41657,Trade Agreements Approval Process EU vs UK,Was parliamentary ratification of trade treaties necessary in the UK (before joining the EU)?,1
2301,41651,36055,Who will lead the country until there is a new Tory leader?,What if nobody wants the job as leader of the UK Conservative Party?,1
2302,41669,40243,Why did Turkey not wait until after acquiring US F-35 before initiating talks with Russia about S-400?,What are the reasons for buying weapon systems from other countries?,1
2303,41700,41646,Would Brexit have gone ahead by now if Gina Miller had not forced the Government to involve Parliament?,Trade Agreements Approval Process EU vs UK,1
2304,41706,41757,A paradox at the heart of the Brexit argument,"Did the Brexit Party ""dominate"" EU elections in the UK?",1
2305,41708,41674,Does the queen really have to listen to the Prime Minister when appointing a new one?,What is the precedent for replacing the British Prime Minster without a general election and what are the constitutional rules?,1
2306,41718,41434,"If China is forcing U.S. firms to hand over technology, why hasn't the U.S. taken China to the WTO and filed a complaint?",Is the practice of giving market access for technology transfer illegal under the WTO?,1
2307,44095,41434,"Is ""forced"" technology transfer against the WTO TRIPS agreement?",Is the practice of giving market access for technology transfer illegal under the WTO?,1
2308,41744,32627,Why does the UK have more political parties than the US?,What explains the huge difference between UKIP's high-watermark in EU vs UK elections?,1
2309,42170,32627,Why are British voters more likely to back the main parties in general elections than in European Parliament elections?,What explains the huge difference between UKIP's high-watermark in EU vs UK elections?,1
2310,41744,39316,Why does the UK have more political parties than the US?,Why did most European countries adopt the proportional voting system?,1
2311,41746,41744,Are there influential theories why the Lib Dems have survived on the UK political landscape?,Why does the UK have more political parties than the US?,1
2312,41761,38414,What caused the tendency for conservatives to not support climate change regulations?,Why does the Green New Deal push for green energy but not for nuclear energy?,1
2313,41785,39404,Why is the voter turnout at EU level so low compared to national elections?,How to explain the importance of European Parliament elections to a regular folk living in Eastern Europe?,1
2314,41785,42170,Why is the voter turnout at EU level so low compared to national elections?,Why are British voters more likely to back the main parties in general elections than in European Parliament elections?,1
2315,41820,41700,Would the meaningful votes have been held if not for the Gina Miller case?,Would Brexit have gone ahead by now if Gina Miller had not forced the Government to involve Parliament?,1
2316,41836,40694,Can the Prime Minister prorogue Parliament?,Is there any limit on how long a parliamentary session can be in the UK?,1
2317,41849,41837,Is it legal in the UK for politicians to lie to the public for political gain?,"If Boris Johnson were prosecuted and convicted of lying about Brexit, can that be used to cancel Brexit?",1
2318,41859,40854,Did Robert Mueller try to prove a negative?,"Relating to the President and obstruction, were Mueller's conclusions preordained?",1
2319,41982,41836,"If Parliament were prorogued for a long period, how would the government raise funds?",Can the Prime Minister prorogue Parliament?,1
2320,42001,41836,How could the PM prorogue Parliament without the Queen's consent?,Can the Prime Minister prorogue Parliament?,1
2321,43001,41836,Can legal action prevent the PM proroguing Parliament?,Can the Prime Minister prorogue Parliament?,1
2322,44041,41836,Within what limits can the prime minister ask the queen to prorogue parliament?,Can the Prime Minister prorogue Parliament?,1
2323,42001,41982,How could the PM prorogue Parliament without the Queen's consent?,"If Parliament were prorogued for a long period, how would the government raise funds?",1
2324,44041,41982,Within what limits can the prime minister ask the queen to prorogue parliament?,"If Parliament were prorogued for a long period, how would the government raise funds?",1
2325,44393,41982,"Can Boris Johnson prorogue parliament again, after it reconvenes?","If Parliament were prorogued for a long period, how would the government raise funds?",1
2326,42071,41916,"Can a government tax ""land""?",Would taxing land be more simple than taxing income?,1
2327,42114,24512,Why is gun control associated with the socially liberal Democratic party?,Why are Weapon Restriction Laws considered Liberal?,1
2328,42141,41810,Do legislators hold the right of legislative initiative?,What is the purpose of electing European Parliament since the institution which propose new laws is European Commission?,1
2329,42156,36088,What was the Manchin-Toomey Amendment amending?,How does voting in the US Senate work?,1
2330,42170,41785,Why are British voters more likely to back the main parties in general elections than in European Parliament elections?,Why is the voter turnout at EU level so low compared to national elections?,1
2331,42193,37261,"In the US, can a former president run again?","Legally speaking in the United States, could a former president be vice president?",1
2332,42427,37261,Is there a legal way for US presidents to extend their terms beyond two terms of four years?,"Legally speaking in the United States, could a former president be vice president?",1
2333,42257,42207,Does Japan intentionally devalue its exports to the US in exchange for US military protection?,Why don't countries like Japan just print more money?,1
2334,42264,42260,What do Tory leadership candidates hope to gain by saying they will renegotiate the Withdrawal Agreement?,Has there been any indication at all that further negotiation between the UK and EU is possible?,1
2335,42276,42008,Why is the USA against Turkey buying S-400 systems from Russia?,How does Turkey's purchase of the S-400 anti-air system jeopardize the F-35?,1
2336,42276,42008,Why is the USA against Turkey buying S-400 systems from Russia?,How does Turkey's purchase of the S-400 anti-air system jeopardize the F-35?,1
2337,47659,42008,Why is the US concerned about Turkey's S-400 deal?,How does Turkey's purchase of the S-400 anti-air system jeopardize the F-35?,1
2338,47659,42008,Why is the US concerned about Turkey's S-400 deal?,How does Turkey's purchase of the S-400 anti-air system jeopardize the F-35?,1
2339,42320,41302,Can the President of the United States actively invest in the stock market?,Can the president of the United States be guilty of insider trading?,1
2340,42406,38083,Could the European Union (or an element of it) be described as a government?,"Does ""government"" mean something different in British and American English?",1
2341,42418,44269,Can opposition UK MPs defect and support the ruling party or coalition?,What are the differences independent and party-affiliated MPs and candidates?,1
2342,42450,40158,Feminism - What rights are (American) women missing?,Why is the gender pay gap quoted at 20 even though it's lower when controlling for variables?,1
2343,42453,29761,Why would the Sudanese protest movement insist on a 3-year period before elections?,Why do some human rights organizations oppose elections?,1
2344,42487,42485,What European countries have secret voting within the Legislature?,Is there any political party in a EU country that has a leadership that virtually bypasses secret voting by asking its MPs not to vote?,1
2345,42530,42504,How would one prevent political gerrymandering?,What election rules and voting rights are guaranteed by the US Constitution?,1
2346,42564,39277,Why are some 2020 Democratic candidates insisting on eliminating employer-based private insurance,Why restrict private health insurance?,1
2347,42564,39277,Why are some 2020 Democratic candidates insisting on eliminating employer-based private insurance,Why restrict private health insurance?,1
2348,42602,42593,Can foreign national US residents volunteer with US political campaigns?,Contributing to a candidate as a Foreign National US Resident?,1
2349,42609,12302,What has caused the decline of parties in the center?,What has divided the country so severely since Bill Clinton's election?,1
2350,42635,42798,What is the fundamental difference between catching whales and hunting other animals?,Is opposition to whaling biased against Japan?,1
2351,42653,42511,Is the North Carolina 2016 Congressional map excessively gerrymandered?,How far can gerrymandering go?,1
2352,42653,42530,Is the North Carolina 2016 Congressional map excessively gerrymandered?,How would one prevent political gerrymandering?,1
2353,42778,42530,"Do parties whose support is geographically concentrated have an advantage in ""cake cutting"" redistricting?",How would one prevent political gerrymandering?,1
2354,42691,34419,Do any countries or states require citizens to pass a knowledge-based test before voting?,Why isn't it mandatory for elected members of parliaments to have knowledge on the constitution?,1
2355,48232,34419,Should politicians be educated in the field of economics?,Why isn't it mandatory for elected members of parliaments to have knowledge on the constitution?,1
2356,42735,43193,What is the reason for extreme antisemitism among Muslims?,Are sworn witnesses not obligated to answer questions in congressional hearings?,1
2357,42738,26897,Why haven’t North Korea already signed a peace treaty with South Korea?,Why doesn't South Korea give up its claim on North Korea?,1
2358,42740,29964,"If drug prices are much higher in US, and the US government prohibits import, why not just import online for all personal uses?","If medication prices in the US are higher than in other countries, why not import from there?",1
2359,42741,25290,What is the neutral term for far left which is mainly preoccupied with identity issues?,What is the Alt-Left?,1
2360,42741,33319,What is the neutral term for far left which is mainly preoccupied with identity issues?,"Do people self-identify as ""cultural Marxist""?",1
2361,42745,7762,Is there a strong legal guarantee that the U.S. can give to another country that it won't attack them?,Why does Iran oppose nuclear inspections?,1
2362,42745,34189,Is there a strong legal guarantee that the U.S. can give to another country that it won't attack them?,Does the US withdrawal from 1955 Treaty of Amity have any effect on the ICJ's vote about US sanctions on Iran?,1
2363,42768,42565,Why does the US seem to have a rather low economic interest in Africa?,Why is China trying to develop Africa?,1
2364,42774,42185,How does President Trump's follow-through on election promises compare to presidents in the past 20 years?,What has Donald Trump accomplished as a president (objectively)?,1
2365,42798,42635,Is opposition to whaling biased against Japan?,What is the fundamental difference between catching whales and hunting other animals?,1
2366,42825,970,What requirements are there on the Senate to process Articles of Impeachment?,Is the Senate required to pursue a trial if presented with articles of impeachment?,1
2367,42825,970,What requirements are there on the Senate to process Articles of Impeachment?,Is the Senate required to pursue a trial if presented with articles of impeachment?,1
2368,45864,970,Can the Senate ignore impeachment?,Is the Senate required to pursue a trial if presented with articles of impeachment?,1
2369,45864,970,Can the Senate ignore impeachment?,Is the Senate required to pursue a trial if presented with articles of impeachment?,1
2370,42842,30809,Can an inauguration be delayed for any GOOD reason?,Can an incoming President take power slightly earlier or later to avoid conflict with a Sabbath?,1
2371,42842,30809,Can an inauguration be delayed for any GOOD reason?,Can an incoming President take power slightly earlier or later to avoid conflict with a Sabbath?,1
2372,42870,39588,Have there been attempts to integrate the Catholics & Protestants of Northern Ireland?,"Why is a ""hard border"" between Ireland and Northern Ireland such a problem for EU/UK negotiations around brexit?",1
2373,42914,25206,Which states have a head of state or government from another country?,Are there any heads of state who are dual citizens?,1
2374,43075,43025,What happens if a UK government loses a no confidence vote just before a parliamentary recess?,What is the latest date a general election in the UK can prevent a no-deal Brexit,1
2375,43111,10397,How do Republicans explain their lack of support among minority voters?,Why don't black people embrace anarcho-capitalism when it would encourage groups like the Black Panthers?,1
2376,43138,42804,Does Iran recognize any of the water in the Strait of Hormuz as being International Water?,On what principle did UK seize an Iranian oil tanker? Is there no right of passage for third countries?,1
2377,43169,41822,Is there a study about the European prime ministers profiles?,Would it be accurate to draw a similarity between the role of MP and a Company Director?,1
2378,43198,42745,"Why can we have human rights declared by ECHR but no environmental ""rights""?",Is there a strong legal guarantee that the U.S. can give to another country that it won't attack them?,1
2379,43211,27475,Why are so many countries still in the Commonwealth?,Why should/shouldn't India leave the commonwealth?,1
2380,43258,40862,Is a state-level legal proceeding against a sitting president any less of a burden on the president?,"Is it unconstitutional for a state to indict, charge, and bring to trial a sitting president (for a state crime).?",1
2381,43286,43039,Why did House of Representatives need to condemn Trumps Tweets?,What are the consequences if the House of Representatives condemns Trump?,1
